"Business Category","Sub Category","Company Name","Address","Contact Number 1","Contact Number 2","Area","City","Pincode","Year Establish","Source Link"
"Packers & Movers For Hous						","Packers & Movers						,","Shivasai Packers And Movers","Flat No 87/2, Saraswathinagar Colony, Road No 1, Chinthalkunta, L B Nagar, Hyderabad - 500074, Near ...","+(91)-40-33065973","","L B Nagar","Hyderabad","500074","2000","Monday -Sunday ","http://www.justdial.com/Hyderabad/Shivasai-Packers-And-Movers-\&lt\;near\&gt\;-Near-Checkpost-L-B-Nagar/040PXX40-XX40-090713140015-W5Z6_BZDET?xid=SHlkZXJhYmFkIFBhY2tlcnMgTW92ZXJzIEZvciBIb3VzZWhvbGQgSXRlbQ=="
"Packers & Movers For Hous						","Packers & Movers						,","Bhavani Packers & Movers","Plot No 56/1, L B Nagar, Hyderabad - 500074, Near Chintal Kunta Check Post","+(91)-40-33019178","","L B Nagar","Hyderabad","500074","2013","Monday -Sunday ","http://www.justdial.com/Hyderabad/Bhavani-Packers---Movers-\&lt\;near\&gt\;-Near-Chintal-Kunta-Check-Post-L-B-Nagar/040PXX40-XX40-130823181127-A9Q2_BZDET?xid=SHlkZXJhYmFkIFBhY2tlcnMgTW92ZXJzIEZvciBIb3VzZWhvbGQgSXRlbQ=="
"Packers & Movers For Hous						","Packers & Movers						,","Commercial Packers And Movers","House No 204, Plot No LIG B204/F2, Prashanthi Nagar, Hitech City, Hyderabad - 500081, Near Andhra Jy...","+(91)-40-39519222","","'dtpg');
											openDiv('hui')","","500081","2000","Monday -Sunday ","http://www.justdial.com/Hyderabad/Commercial-Packers-And-Movers-\&lt\;near\&gt\;-Near-Andhra-Jyothi-Hitech-City/040PXX40-XX40-140714162434-L7K7_BZDET?xid=SHlkZXJhYmFkIFBhY2tlcnMgTW92ZXJzIEZvciBIb3VzZWhvbGQgSXRlbQ=="
"Packer						","Packers & Movers For Household Item						,","Sri Chandrika Packers & Movers","Shop No 648, Kukatpally Main Road, Kukatpally, Hyderabad - 500072, Near Bjp Office","+(91)-40-39519698","","'dtpg');
											openDiv('hui')","","500072","2007","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sri-Chandrika-Packers---Movers-\&lt\;near\&gt\;-Near-Bjp-Office-Kukatpally/040PXX40-XX40-140811132940-J8T4_BZDET?xid=SHlkZXJhYmFkIFBhY2tlcnMgTW92ZXJzIEZvciBIb3VzZWhvbGQgSXRlbQ=="
"AC Banquet Halls						","Restaurants						,","Surabhi Grand Restaurant And Banquet Hall","House No 2-2-3, Sreshta Origin, Shivam Road, Vidya Nagar, Hyderabad - 500044, Near Ou Campus","+(91)-40-33085542","","Vidya Nagar","Hyderabad","500044","2011","Monday -Sunday ","http://www.justdial.com/Hyderabad/Surabhi-Grand-Restaurant-And-Banquet-Hall-\&lt\;near\&gt\;-Near-Ou-Campus-Vidya-Nagar/040PXX40-XX40-110726161031-L5E5_BZDET?xid=SHlkZXJhYmFkIGV4cGVuc2l2ZSByZXN0YXVyYW50cyBycyA3NTAgdG8gcnMgMTI1MA=="
"Restaurants						","Multicuisine Restaurants						,","Tabla Fine Dining Restaurant & Banquet Halls","Aphb Commercial Complex,2nd Floor & 3rd Floor, Kphb Colony, Hyderabad - 500085, Opposite Kalaniketha...","+(91)-40-33068347","","Kphb Colony","Hyderabad","500085","2005","Monday -Sunday ","http://www.justdial.com/Hyderabad/Tabla-Fine-Dining-Restaurant---Banquet-Halls-\&lt\;near\&gt\;-Opposite-Kalanikethan-Wedding-Mall--Beside-Shiva-Parvathi-Theatre-Kphb-Colony/040PXX40-XX40-100219135323-M5I8_BZDET?xid=SHlkZXJhYmFkIGV4cGVuc2l2ZSByZXN0YXVyYW50cyBycyA3NTAgdG8gcnMgMTI1MA=="
"Restaurants						","Multicuisine Restaurants						,","Seventh Heaven Fine Dining Restaurant & Bar","Door No 6-3-883/5, 7th Floor, Venkat Plaza, Panjagutta, Hyderabad - 500082, Beside Metro Footwear, N...","+(91)-40-33924358","","Panjagutta","Hyderabad","500082","1998","Monday -Sunday ","http://www.justdial.com/Hyderabad/Seventh-Heaven-Fine-Dining-Restaurant---Bar-\&lt\;near\&gt\;-Beside-Metro-Footwear--Near-HDFC-Bank-Panjagutta/040PPE01501_BZDET?xid=SHlkZXJhYmFkIGV4cGVuc2l2ZSByZXN0YXVyYW50cyBycyA3NTAgdG8gcnMgMTI1MA=="
"Restaurants						","Chinese Restaurants						,","Big Noodle Chinese Restaurant And Take Away","P. No. 26, P & T Colony, Vikrampuri Colony, Karkhana, Hyderabad - 500009, Opp Bata Show Room","+(91)-40-33086380","","Karkhana","Hyderabad","500009","2007","Monday -Sunday ","http://www.justdial.com/Hyderabad/Big-Noodle-Chinese-Restaurant-And-Take-Away-\&lt\;near\&gt\;-Opp-Bata-Show-Room-Karkhana/040PXX40-XX40-110914142053-X8P1_BZDET?xid=SHlkZXJhYmFkIGV4cGVuc2l2ZSByZXN0YXVyYW50cyBycyA3NTAgdG8gcnMgMTI1MA=="
"Home Delivery 						","Food Home Delivery Services						,","Tabla Fine Dinning Restaurant & Banquet Halls","Aphb Commercial Complex,2nd & 3rd Floor, Kukatpally, Hyderabad - 500072, Opposite Kalaniketan Weddin...","+(91)-40-33085309","","Kukatpally","Hyderabad","500072","2001","Monday -Sunday ","http://www.justdial.com/Hyderabad/Tabla-Fine-Dinning-Restaurant---Banquet-Halls-\&lt\;near\&gt\;-Opposite-Kalaniketan-Wedding-Mall-Near-Jntu-Beside-Shiva-Parvathi-Theatre-Kukatpally/040PXX40-XX40-110715134027-Y9W4_BZDET?xid=SHlkZXJhYmFkIGV4cGVuc2l2ZSByZXN0YXVyYW50cyBycyA3NTAgdG8gcnMgMTI1MA=="
"Home Tutors						","Schools						,","Indian School Of Services Dare To Dream","Plot No 326, Narayanguda, Hyderabad - 500029, Above Gowtham College","+(91)-40-33926631","","Narayanguda","Hyderabad","500029","1974","Monday -Sunday ","http://www.justdial.com/Hyderabad/Indian-School-Of-Services-Dare-To-Dream-\&lt\;near\&gt\;-Above-Gowtham-College-Narayanguda/040PXX40-XX40-150613093157-M2P6_BZDET?xid=SHlkZXJhYmFkIGV4cGVuc2l2ZSByZXN0YXVyYW50cyBycyA3NTAgdG8gcnMgMTI1MA=="
"Restaurants						","Home Delivery Restaurants						,","Shivani The Restaurant And Banquet Halls","House No 1-73, Diamond Hills, Gachibowli, Hyderabad - 500032, Oppsite Police Commissionerate Office","+(91)-40-33084915","","Gachibowli","Hyderabad","500032","2010","Monday -Sunday ","http://www.justdial.com/Hyderabad/Shivani-The-Restaurant-And-Banquet-Halls-\&lt\;near\&gt\;-Oppsite-Police-Commissionerate-Office-Gachibowli/040PXX40-XX40-110625155534-H4U6_BZDET?xid=SHlkZXJhYmFkIGV4cGVuc2l2ZSByZXN0YXVyYW50cyBycyA3NTAgdG8gcnMgMTI1MA=="
"Massage Centres For Men						","Body Massage Centres						,","Sri Am To Pm For Men & Women Salon","House No 8-12-67, Street No 8, Habsiguda, Hyderabad - 500007, Above Eye 2 Eye Opticals, Beside Gayat...","+(91)-40-27171399","","Habsiguda","Hyderabad","500007","2014","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sri-Am-To-Pm-For-Men---Women-Salon-\&lt\;near\&gt\;-Above-Eye-2-Eye-Opticals--Beside-Gayatri-Tiffin-Center-Habsiguda/040PXX40-XX40-140605164525-T5G6_BZDET?xid=SHlkZXJhYmFkIGV4cGVuc2l2ZSByZXN0YXVyYW50cyBycyA3NTAgdG8gcnMgMTI1MA=="
"Caterers For Veg Cuisine						","Caterers						,","New King Chinese Restaurant caterers","Plot No 80, Mahathmanagar, Old Bowenpally-bowenpally, Hyderabad - 500011, Opposite Parkview Enclave","+(91)-40-39511538","","Old Bowenpally-bowenpally","Hyderabad","500011","1996","Monday -Sunday ","http://www.justdial.com/Hyderabad/New-King-Chinese-Restaurant-caterers-\&lt\;near\&gt\;-Opposite-Parkview-Enclave-Old-Bowenpally-bowenpally/040PXX40-XX40-131022180110-Y8Z7_BZDET?xid=SHlkZXJhYmFkIGV4cGVuc2l2ZSByZXN0YXVyYW50cyBycyA3NTAgdG8gcnMgMTI1MA=="
"Home Delivery Restaurants						","Restaurants						,","Trishul Multi Cuisine Family Restaurant And Bar","Rtc X Roads, Hyderabad - 500020, Beside Spathagiri Theater","+(91)-40-39515722","","Rtc X Roads","Hyderabad","500020","2014","Monday -Sunday ","http://www.justdial.com/Hyderabad/Trishul-Multi-Cuisine-Family-Restaurant-And-Bar-\&lt\;near\&gt\;-Beside--Spathagiri-Theater-Rtc-X-Roads/040PXX40-XX40-140221180636-R1G1_BZDET?xid=SHlkZXJhYmFkIGV4cGVuc2l2ZSByZXN0YXVyYW50cyBycyA3NTAgdG8gcnMgMTI1MA=="
"","","Ayurvedic Weight loss medicine only Rs 350/","Amrit Chaya, 12 Barkatpura, Hyderabad - 500027, more super market","+(91)-9885989247","","'dtpg');
											openDiv('hui')","","500027","","","http://www.justdial.com/Hyderabad/Ayurvedic-Weight-loss-medicine-only-Rs-350--\&lt\;near\&gt\;-more-super-market-/040PXX40-XX40-140726234521-K7B1_BZDET?xid=SHlkZXJhYmFkIGluZXhwZW5zaXZlIHJlc3RhdXJhbnRzIGJlbG93IHJzIDM1MA=="
"AC Banquet Halls						","Restaurants						,","Surabhi Grand Restaurant And Banquet Hall","House No 2-2-3, Sreshta Origin, Shivam Road, Vidya Nagar, Hyderabad - 500044, Near Ou Campus","+(91)-40-33085542","","Vidya Nagar","Hyderabad","500044","2011","Monday -Sunday ","http://www.justdial.com/Hyderabad/Surabhi-Grand-Restaurant-And-Banquet-Hall-\&lt\;near\&gt\;-Near-Ou-Campus-Vidya-Nagar/040PXX40-XX40-110726161031-L5E5_BZDET?xid=SHlkZXJhYmFkIGluZXhwZW5zaXZlIHJlc3RhdXJhbnRzIGJlbG93IHJzIDM1MA=="
"Restaurants						","Multicuisine Restaurants						,","Tabla Fine Dining Restaurant & Banquet Halls","Aphb Commercial Complex,2nd Floor & 3rd Floor, Kphb Colony, Hyderabad - 500085, Opposite Kalaniketha...","+(91)-40-33068347","","Kphb Colony","Hyderabad","500085","2005","Monday -Sunday ","http://www.justdial.com/Hyderabad/Tabla-Fine-Dining-Restaurant---Banquet-Halls-\&lt\;near\&gt\;-Opposite-Kalanikethan-Wedding-Mall--Beside-Shiva-Parvathi-Theatre-Kphb-Colony/040PXX40-XX40-100219135323-M5I8_BZDET?xid=SHlkZXJhYmFkIGluZXhwZW5zaXZlIHJlc3RhdXJhbnRzIGJlbG93IHJzIDM1MA=="
"Restaurants						","Multicuisine Restaurants						,","Seventh Heaven Fine Dining Restaurant & Bar","Door No 6-3-883/5, 7th Floor, Venkat Plaza, Panjagutta, Hyderabad - 500082, Beside Metro Footwear, N...","+(91)-40-33924358","","Panjagutta","Hyderabad","500082","1998","Monday -Sunday ","http://www.justdial.com/Hyderabad/Seventh-Heaven-Fine-Dining-Restaurant---Bar-\&lt\;near\&gt\;-Beside-Metro-Footwear--Near-HDFC-Bank-Panjagutta/040PPE01501_BZDET?xid=SHlkZXJhYmFkIGluZXhwZW5zaXZlIHJlc3RhdXJhbnRzIGJlbG93IHJzIDM1MA=="
"Restaurants						","Chinese Restaurants						,","Big Noodle Chinese Restaurant And Take Away","P. No. 26, P & T Colony, Vikrampuri Colony, Karkhana, Hyderabad - 500009, Opp Bata Show Room","+(91)-40-33086380","","Karkhana","Hyderabad","500009","2007","Monday -Sunday ","http://www.justdial.com/Hyderabad/Big-Noodle-Chinese-Restaurant-And-Take-Away-\&lt\;near\&gt\;-Opp-Bata-Show-Room-Karkhana/040PXX40-XX40-110914142053-X8P1_BZDET?xid=SHlkZXJhYmFkIGluZXhwZW5zaXZlIHJlc3RhdXJhbnRzIGJlbG93IHJzIDM1MA=="
"Home Delivery 						","Food Home Delivery Services						,","Tabla Fine Dinning Restaurant & Banquet Halls","Aphb Commercial Complex,2nd & 3rd Floor, Kukatpally, Hyderabad - 500072, Opposite Kalaniketan Weddin...","+(91)-40-33085309","","Kukatpally","Hyderabad","500072","2001","Monday -Sunday ","http://www.justdial.com/Hyderabad/Tabla-Fine-Dinning-Restaurant---Banquet-Halls-\&lt\;near\&gt\;-Opposite-Kalaniketan-Wedding-Mall-Near-Jntu-Beside-Shiva-Parvathi-Theatre-Kukatpally/040PXX40-XX40-110715134027-Y9W4_BZDET?xid=SHlkZXJhYmFkIGluZXhwZW5zaXZlIHJlc3RhdXJhbnRzIGJlbG93IHJzIDM1MA=="
"Restaurants						","Home Delivery Restaurants						,","Shivani The Restaurant And Banquet Halls","House No 1-73, Diamond Hills, Gachibowli, Hyderabad - 500032, Oppsite Police Commissionerate Office","+(91)-40-33084915","","Gachibowli","Hyderabad","500032","2010","Monday -Sunday ","http://www.justdial.com/Hyderabad/Shivani-The-Restaurant-And-Banquet-Halls-\&lt\;near\&gt\;-Oppsite-Police-Commissionerate-Office-Gachibowli/040PXX40-XX40-110625155534-H4U6_BZDET?xid=SHlkZXJhYmFkIGluZXhwZW5zaXZlIHJlc3RhdXJhbnRzIGJlbG93IHJzIDM1MA=="
"Caterers For Veg Cuisine						","Caterers						,","New King Chinese Restaurant caterers","Plot No 80, Mahathmanagar, Old Bowenpally-bowenpally, Hyderabad - 500011, Opposite Parkview Enclave","+(91)-40-39511538","","Old Bowenpally-bowenpally","Hyderabad","500011","1996","Monday -Sunday ","http://www.justdial.com/Hyderabad/New-King-Chinese-Restaurant-caterers-\&lt\;near\&gt\;-Opposite-Parkview-Enclave-Old-Bowenpally-bowenpally/040PXX40-XX40-131022180110-Y8Z7_BZDET?xid=SHlkZXJhYmFkIGluZXhwZW5zaXZlIHJlc3RhdXJhbnRzIGJlbG93IHJzIDM1MA=="
"Home Delivery Restaurants						","Restaurants						,","Trishul Multi Cuisine Family Restaurant And Bar","Rtc X Roads, Hyderabad - 500020, Beside Spathagiri Theater","+(91)-40-39515722","","Rtc X Roads","Hyderabad","500020","2014","Monday -Sunday ","http://www.justdial.com/Hyderabad/Trishul-Multi-Cuisine-Family-Restaurant-And-Bar-\&lt\;near\&gt\;-Beside--Spathagiri-Theater-Rtc-X-Roads/040PXX40-XX40-140221180636-R1G1_BZDET?xid=SHlkZXJhYmFkIGluZXhwZW5zaXZlIHJlc3RhdXJhbnRzIGJlbG93IHJzIDM1MA=="
"Home Delivery Restaurants						","Restaurants						,","Chefs Patio Restaurant And Banquet Hall","House No 1-2-171 4th Floor, Habsiguda, Hyderabad - 500007, Adjascent Indian Oil Petrol Bunk","+(91)-40-39615912","","Habsiguda","Hyderabad","500007","2010","Monday -Sunday ","http://www.justdial.com/Hyderabad/Chefs-Patio-Restaurant-And-Banquet-Hall-\&lt\;near\&gt\;-Adjascent-Indian-Oil-Petrol-Bunk-Habsiguda/040PXX40-XX40-120618145148-P7B4_BZDET?xid=SHlkZXJhYmFkIGluZXhwZW5zaXZlIHJlc3RhdXJhbnRzIGJlbG93IHJzIDM1MA=="
"","","Ayurvedic Weight loss medicine only Rs 350/","Amrit Chaya, 12 Barkatpura, Hyderabad - 500027, more super market","+(91)-9885989247","","'dtpg');
											openDiv('hui')","","500027","","","http://www.justdial.com/Hyderabad/Ayurvedic-Weight-loss-medicine-only-Rs-350--\&lt\;near\&gt\;-more-super-market-/040PXX40-XX40-140726234521-K7B1_BZDET?xid=SHlkZXJhYmFkIG1vZGVyYXRlIHJlc3RhdXJhbnRzIHJzIDM1MCB0byBycyA3NTA="
"AC Banquet Halls						","Restaurants						,","Surabhi Grand Restaurant And Banquet Hall","House No 2-2-3, Sreshta Origin, Shivam Road, Vidya Nagar, Hyderabad - 500044, Near Ou Campus","+(91)-40-33085542","","Vidya Nagar","Hyderabad","500044","2011","Monday -Sunday ","http://www.justdial.com/Hyderabad/Surabhi-Grand-Restaurant-And-Banquet-Hall-\&lt\;near\&gt\;-Near-Ou-Campus-Vidya-Nagar/040PXX40-XX40-110726161031-L5E5_BZDET?xid=SHlkZXJhYmFkIG1vZGVyYXRlIHJlc3RhdXJhbnRzIHJzIDM1MCB0byBycyA3NTA="
"Restaurants						","Multicuisine Restaurants						,","Tabla Fine Dining Restaurant & Banquet Halls","Aphb Commercial Complex,2nd Floor & 3rd Floor, Kphb Colony, Hyderabad - 500085, Opposite Kalaniketha...","+(91)-40-33068347","","Kphb Colony","Hyderabad","500085","2005","Monday -Sunday ","http://www.justdial.com/Hyderabad/Tabla-Fine-Dining-Restaurant---Banquet-Halls-\&lt\;near\&gt\;-Opposite-Kalanikethan-Wedding-Mall--Beside-Shiva-Parvathi-Theatre-Kphb-Colony/040PXX40-XX40-100219135323-M5I8_BZDET?xid=SHlkZXJhYmFkIG1vZGVyYXRlIHJlc3RhdXJhbnRzIHJzIDM1MCB0byBycyA3NTA="
"Restaurants						","Multicuisine Restaurants						,","Seventh Heaven Fine Dining Restaurant & Bar","Door No 6-3-883/5, 7th Floor, Venkat Plaza, Panjagutta, Hyderabad - 500082, Beside Metro Footwear, N...","+(91)-40-33924358","","Panjagutta","Hyderabad","500082","1998","Monday -Sunday ","http://www.justdial.com/Hyderabad/Seventh-Heaven-Fine-Dining-Restaurant---Bar-\&lt\;near\&gt\;-Beside-Metro-Footwear--Near-HDFC-Bank-Panjagutta/040PPE01501_BZDET?xid=SHlkZXJhYmFkIG1vZGVyYXRlIHJlc3RhdXJhbnRzIHJzIDM1MCB0byBycyA3NTA="
"Restaurants						","Chinese Restaurants						,","Big Noodle Chinese Restaurant And Take Away","P. No. 26, P & T Colony, Vikrampuri Colony, Karkhana, Hyderabad - 500009, Opp Bata Show Room","+(91)-40-33086380","","Karkhana","Hyderabad","500009","2007","Monday -Sunday ","http://www.justdial.com/Hyderabad/Big-Noodle-Chinese-Restaurant-And-Take-Away-\&lt\;near\&gt\;-Opp-Bata-Show-Room-Karkhana/040PXX40-XX40-110914142053-X8P1_BZDET?xid=SHlkZXJhYmFkIG1vZGVyYXRlIHJlc3RhdXJhbnRzIHJzIDM1MCB0byBycyA3NTA="
"Home Delivery 						","Food Home Delivery Services						,","Tabla Fine Dinning Restaurant & Banquet Halls","Aphb Commercial Complex,2nd & 3rd Floor, Kukatpally, Hyderabad - 500072, Opposite Kalaniketan Weddin...","+(91)-40-33085309","","Kukatpally","Hyderabad","500072","2001","Monday -Sunday ","http://www.justdial.com/Hyderabad/Tabla-Fine-Dinning-Restaurant---Banquet-Halls-\&lt\;near\&gt\;-Opposite-Kalaniketan-Wedding-Mall-Near-Jntu-Beside-Shiva-Parvathi-Theatre-Kukatpally/040PXX40-XX40-110715134027-Y9W4_BZDET?xid=SHlkZXJhYmFkIG1vZGVyYXRlIHJlc3RhdXJhbnRzIHJzIDM1MCB0byBycyA3NTA="
"Home Tutors						","Schools						,","Indian School Of Services Dare To Dream","Plot No 326, Narayanguda, Hyderabad - 500029, Above Gowtham College","+(91)-40-33926631","","Narayanguda","Hyderabad","500029","1974","Monday -Sunday ","http://www.justdial.com/Hyderabad/Indian-School-Of-Services-Dare-To-Dream-\&lt\;near\&gt\;-Above-Gowtham-College-Narayanguda/040PXX40-XX40-150613093157-M2P6_BZDET?xid=SHlkZXJhYmFkIG1vZGVyYXRlIHJlc3RhdXJhbnRzIHJzIDM1MCB0byBycyA3NTA="
"Restaurants						","Home Delivery Restaurants						,","Shivani The Restaurant And Banquet Halls","House No 1-73, Diamond Hills, Gachibowli, Hyderabad - 500032, Oppsite Police Commissionerate Office","+(91)-40-33084915","","Gachibowli","Hyderabad","500032","2010","Monday -Sunday ","http://www.justdial.com/Hyderabad/Shivani-The-Restaurant-And-Banquet-Halls-\&lt\;near\&gt\;-Oppsite-Police-Commissionerate-Office-Gachibowli/040PXX40-XX40-110625155534-H4U6_BZDET?xid=SHlkZXJhYmFkIG1vZGVyYXRlIHJlc3RhdXJhbnRzIHJzIDM1MCB0byBycyA3NTA="
"Massage Centres For Men						","Body Massage Centres						,","Sri Am To Pm For Men & Women Salon","House No 8-12-67, Street No 8, Habsiguda, Hyderabad - 500007, Above Eye 2 Eye Opticals, Beside Gayat...","+(91)-40-27171399","","Habsiguda","Hyderabad","500007","2014","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sri-Am-To-Pm-For-Men---Women-Salon-\&lt\;near\&gt\;-Above-Eye-2-Eye-Opticals--Beside-Gayatri-Tiffin-Center-Habsiguda/040PXX40-XX40-140605164525-T5G6_BZDET?xid=SHlkZXJhYmFkIG1vZGVyYXRlIHJlc3RhdXJhbnRzIHJzIDM1MCB0byBycyA3NTA="
"Caterers For Veg Cuisine						","Caterers						,","New King Chinese Restaurant caterers","Plot No 80, Mahathmanagar, Old Bowenpally-bowenpally, Hyderabad - 500011, Opposite Parkview Enclave","+(91)-40-39511538","","Old Bowenpally-bowenpally","Hyderabad","500011","1996","Monday -Sunday ","http://www.justdial.com/Hyderabad/New-King-Chinese-Restaurant-caterers-\&lt\;near\&gt\;-Opposite-Parkview-Enclave-Old-Bowenpally-bowenpally/040PXX40-XX40-131022180110-Y8Z7_BZDET?xid=SHlkZXJhYmFkIG1vZGVyYXRlIHJlc3RhdXJhbnRzIHJzIDM1MCB0byBycyA3NTA="
"Biryani Restaurants						","Restaurants						,","Hyderabad House","Survey Number 205 To 210, Madhura Nagar, Shamshabad, Rangareddy - 501218, Before Shamshabad Airport ...","+(91)-40-33086738","","Shamshabad","Hyderabad","501218","2007","Monday -Sunday ","http://www.justdial.com/Hyderabad/Hyderabad-House-\&lt\;near\&gt\;-Before-Shamshabad-Airport-Entrance-Shamshabad/040PXX40-XX40-111003132012-N3Z4_BZDET?xid=SHlkZXJhYmFkIFJlc3RhdXJhbnRz"
"Home Delivery Restaurants						","Restaurants						,","Blue Leaf Restaurant","House No 17-1-382/k/2/a, Green Park Colony, Champapet, Hyderabad - 500079, Above Sahadeva Reddy Swee...","+(91)-40-33703703","","Champapet","Hyderabad","500079","2015","","http://www.justdial.com/Hyderabad/Blue-Leaf-Restaurant-\&lt\;near\&gt\;-Above-Sahadeva-Reddy-Sweet-Shop-Champapet/040PXX40-XX40-150918154450-X2G3_BZDET?xid=SHlkZXJhYmFkIFJlc3RhdXJhbnRz"
"Buffet Restaurants						","Restaurants						,","Taj Mahal Hotel","Plot No 570, Road No 92, Jubilee Hills, Hyderabad - 500033, Near Apollo Cradle Hospital","+(91)-40-33926172","","Jubilee Hills","Hyderabad","500033","1950","Monday -Sunday ","http://www.justdial.com/Hyderabad/Taj-Mahal-Hotel-\&lt\;near\&gt\;-Near-Apollo-Cradle-Hospital-Jubilee-Hills/040PXX40-XX40-150214194555-V1E8_BZDET?xid=SHlkZXJhYmFkIFJlc3RhdXJhbnRz"
"Caterers						","Restaurants						,","Chefs Garden","Survey No 41/6, Novotel Road, Hitech City, Hyderabad - 500081, Opposite Meenakshi Sky Lounge","+(91)-40-33705406","","'dtpg');
											openDiv('hui')","","500081","2015","","http://www.justdial.com/Hyderabad/Chefs-Garden-\&lt\;near\&gt\;-Opposite-Meenakshi-Sky-Lounge-Hitech-City/040PXX40-XX40-151116142708-G4U2_BZDET?xid=SHlkZXJhYmFkIFJlc3RhdXJhbnRz"
"Restaurants						","Multicuisine Restaurants						,","Sree Sai Anupama Multicuisine Restaurant","House No 1st Floor,Gottipati Towers, Mehdipatnam, Hyderabad - 500028, Above ICICI Bank,Opposite Pill...","+(91)-40-33928231","","Mehdipatnam","Hyderabad","500028","2005","Monday -Sunday ","http://www.justdial.com/Hyderabad/Sree-Sai-Anupama-Multicuisine-Restaurant-\&lt\;near\&gt\;-Above-ICICI-Bank-Opposite-Pillar-No-18-Mehdipatnam/040PF009615_BZDET?xid=SHlkZXJhYmFkIFJlc3RhdXJhbnRz"
"Restaurants						","Multicuisine Restaurants						,","Tabla Fine Dining Restaurant & Banquet Halls","Aphb Commercial Complex,2nd Floor & 3rd Floor, Kphb Colony, Hyderabad - 500085, Opposite Kalaniketha...","+(91)-40-33068347","","Kphb Colony","Hyderabad","500085","2005","Monday -Sunday ","http://www.justdial.com/Hyderabad/Tabla-Fine-Dining-Restaurant---Banquet-Halls-\&lt\;near\&gt\;-Opposite-Kalanikethan-Wedding-Mall--Beside-Shiva-Parvathi-Theatre-Kphb-Colony/040PXX40-XX40-100219135323-M5I8_BZDET?xid=SHlkZXJhYmFkIFJlc3RhdXJhbnRz"
"Restaurants						","Pizza Home Delivery Services						,","The Flames Kebab & Pizza","House No 16-11-74/10/A, Gaddiannaram X Roads, Dilsukhnagar, Hyderabad - 500060, Oppsite Konark Diagn...","+(91)-40-33926082","","Dilsukhnagar","Hyderabad","500060","2015","Monday -Sunday ","http://www.justdial.com/Hyderabad/The-Flames-Kebab---Pizza-\&lt\;near\&gt\;-Oppsite-Konark-Diagnostic-Center-Dilsukhnagar/040PXX40-XX40-150226111340-M1M1_BZDET?xid=SHlkZXJhYmFkIFJlc3RhdXJhbnRz"
"Restaurants						","Multicuisine Restaurants						,","Big Spice Restaurant","House No 1-90/6,1st Floor, Tarnaka Road, Habsiguda, Hyderabad - 500007, Habsiguda X Road","+(91)-40-33062679","","Habsiguda","Hyderabad","500007","2001","Monday -Sunday ","http://www.justdial.com/Hyderabad/Big-Spice-Restaurant-\&lt\;near\&gt\;-Habsiguda-X-Road-Habsiguda/040PF000933_BZDET?xid=SHlkZXJhYmFkIFJlc3RhdXJhbnRz"
"Home Delivery Restaurants						","Restaurants						,","Swagath De Royal","Kondapur, Hyderabad - 500081, Near Kothaguda X Roads","+(91)-40-33060172","","Kondapur","Hyderabad","500081","2008","Monday -Sunday ","http://www.justdial.com/Hyderabad/Swagath-De-Royal-\&lt\;near\&gt\;-Near-Kothaguda-X-Roads-Kondapur/040P1220859240X1S9I6_BZDET?xid=SHlkZXJhYmFkIFJlc3RhdXJhbnRz"
"Home Delivery Restaurants						","Restaurants						,","J Grill","Plot No:50, Alkapuri Colony, Nagole, Hyderabad - 500068, Opposite Swagath Grand","+(91)-40-33700404","","Nagole","Hyderabad","500068","1997","Monday -Sunday ","http://www.justdial.com/Hyderabad/J-Grill-\&lt\;near\&gt\;-Opposite-Swagath-Grand-Nagole/040PXX40-XX40-150814134627-P3Y3_BZDET?xid=SHlkZXJhYmFkIFJlc3RhdXJhbnRz"
